;codigo_municipio_completo;ANO;MUNICIPIO;ESTADO;HOMICÍDIO DOLOSO (2);Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3);HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO;HOMICÍDIO CULPOSO OUTROS;TENTATIVA DE HOMICÍDIO;LESÃO CORPORAL SEGUIDA DE MORTE;LESÃO CORPORAL DOLOSA;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;LESÃO CORPORAL CULPOSA - OUTRAS;LATROCÍNIO;Nº DE VÍTIMAS EM LATROCÍNIO;TOTAL DE ESTUPRO (4);ESTUPRO;ESTUPRO DE VULNERÁVEL;TOTAL DE ROUBO - OUTROS (1);ROUBO - OUTROS;ROUBO DE VEÍCULO;ROUBO A BANCO;ROUBO DE CARGA;FURTO - OUTROS;FURTO DE VEÍCULO
3267;3500105;2020;Adamantina;São Paulo;0;0;0;0;0;0;2;0;164;145;2;0;0;5;1;4;2;2;1;0;0;115;5
3268;3500105;2019;Adamantina;São Paulo;2;2;0;0;0;1;0;0;127;167;4;0;0;11;4;7;3;3;0;0;0;151;3
3269;3500105;2018;Adamantina;São Paulo;2;2;0;0;1;0;1;0;151;171;5;0;0;8;5;3;6;6;0;0;0;170;12
3270;3500105;2017;Adamantina;São Paulo;1;1;0;0;2;0;2;0;166;171;5;0;0;3;1;2;6;6;1;0;0;206;10
3271;3500105;2016;Adamantina;São Paulo;1;1;0;0;2;0;5;0;171;191;9;0;0;6;Dado faltando;1;4;Dado faltando;0;0;0;222;16
3272;3500105;2015;Adamantina;São Paulo;0;0;0;0;3;0;1;Dado faltando;173;223;13;0;0;3;0;Dado faltando;3;Dado faltando;1;0;0;245;18
3273;3500105;2014;Adamantina;São Paulo;1;1;0;0;2;0;3;Dado faltando;213;250;5;0;0;6;Dado faltando;Dado faltando;5;Dado faltando;1;0;0;258;8
3274;3500105;2013;Adamantina;São Paulo;0;0;0;0;3;0;6;Dado faltando;198;273;11;0;0;9;Dado faltando;Dado faltando;13;Dado faltando;0;0;0;272;7
3275;3500105;2012;Adamantina;São Paulo;0;0;0;0;3;0;2;Dado faltando;189;221;14;0;0;7;Dado faltando;Dado faltando;6;Dado faltando;1;0;0;245;11
3276;3500105;2011;Adamantina;São Paulo;0;0;Dado faltando;Dado faltando;3;1;1;Dado faltando;189;188;12;0;0;5;Dado faltando;Dado faltando;11;Dado faltando;0;0;0;245;10
3277;3500105;2010;Adamantina;São Paulo;1;1;0;0;1;0;1;Dado faltando;249;165;9;0;0;6;Dado faltando;Dado faltando;11;Dado faltando;1;0;0;227;4
3278;3500105;2009;Adamantina;São Paulo;1;1;0;0;7;1;2;0;233;172;19;0;0;1;Dado faltando;Dado faltando;19;Dado faltando;0;0;0;286;2
3279;3500105;2008;Adamantina;São Paulo;1;1;0;0;3;0;4;0;226;219;6;0;0;0;Dado faltando;Dado faltando;5;Dado faltando;0;0;0;397;5
3280;3500105;2007;Adamantina;São Paulo;0;0;0;0;1;0;6;0;275;194;12;0;0;0;Dado faltando;Dado faltando;11;Dado faltando;1;0;0;327;7
3281;3500105;2006;Adamantina;São Paulo;1;1;0;0;2;0;4;0;283;204;10;1;1;0;Dado faltando;Dado faltando;7;Dado faltando;0;0;0;294;14
3282;3500105;2005;Adamantina;São Paulo;0;0;0;0;5;0;4;0;320;171;8;0;0;0;Dado faltando;Dado faltando;13;Dado faltando;0;0;0;376;6
3283;3500105;2004;Adamantina;São Paulo;4;4;0;0;2;0;3;0;385;181;11;0;0;1;Dado faltando;Dado faltando;5;Dado faltando;1;0;0;420;2
3284;3500105;2003;Adamantina;São Paulo;1;1;0;0;4;0;1;0;344;168;21;0;0;0;Dado faltando;Dado faltando;7;Dado faltando;1;0;1;277;3
3285;3500105;2002;Adamantina;São Paulo;1;1;0;0;3;0;5;0;322;160;29;1;1;0;Dado faltando;Dado faltando;4;Dado faltando;0;0;0;319;0
3286;3500105;2001;Adamantina;São Paulo;4;4;0;0;3;1;16;0;351;144;13;0;0;2;Dado faltando;Dado faltando;17;Dado faltando;1;0;0;268;1
3287;3500204;2020;Adolfo;São Paulo;0;0;0;0;0;0;0;0;16;1;0;0;0;2;0;2;2;2;0;0;0;32;2
3288;3500204;2019;Adolfo;São Paulo;0;0;0;0;0;0;0;0;23;4;0;0;0;1;0;1;2;2;0;0;0;41;0
3289;3500204;2018;Adolfo;São Paulo;0;0;0;0;0;0;0;0;25;3;0;0;0;1;0;1;3;3;0;0;0;44;1
3290;3500204;2017;Adolfo;São Paulo;1;1;0;0;0;0;0;0;18;3;0;0;0;1;0;1;0;0;0;0;0;40;2
3291;3500204;2016;Adolfo;São Paulo;0;0;0;0;1;0;0;0;19;3;3;0;0;2;Dado faltando;0;2;Dado faltando;0;0;0;33;1
3292;3500204;2015;Adolfo;São Paulo;0;0;0;0;0;0;1;Dado faltando;23;1;0;0;0;0;Dado faltando;Dado faltando;5;0;0;0;0;43;0
3293;3500204;2014;Adolfo;São Paulo;0;0;0;0;0;0;1;Dado faltando;11;2;2;0;0;2;Dado faltando;Dado faltando;2;Dado faltando;0;0;0;37;1
3294;3500204;2013;Adolfo;São Paulo;0;0;0;0;0;0;1;Dado faltando;21;2;0;0;0;1;Dado faltando;Dado faltando;0;Dado faltando;0;0;0;44;3
3295;3500204;2012;Adolfo;São Paulo;0;0;0;0;1;0;1;Dado faltando;12;5;1;0;0;2;Dado faltando;Dado faltando;1;Dado faltando;0;0;0;38;1
3296;3500204;2011;Adolfo;São Paulo;0;0;Dado faltando;Dado faltando;0;0;0;Dado faltando;16;4;0;0;0;3;Dado faltando;Dado faltando;1;Dado faltando;1;0;0;28;1
3297;3500204;2010;Adolfo;São Paulo;1;1;0;0;0;0;0;Dado faltando;20;3;0;0;0;1;Dado faltando;Dado faltando;1;Dado faltando;0;0;0;42;2
3298;3500204;2009;Adolfo;São Paulo;0;0;0;0;1;1;0;0;10;4;0;0;0;0;Dado faltando;Dado faltando;0;Dado faltando;0;0;0;64;1
3299;3500204;2008;Adolfo;São Paulo;0;0;0;0;0;0;2;0;28;9;0;0;0;1;Dado faltando;Dado faltando;1;Dado faltando;0;0;0;54;1
3300;3500204;2007;Adolfo;São Paulo;1;1;0;0;1;0;1;0;12;9;0;0;0;0;Dado faltando;Dado faltando;2;Dado faltando;1;0;0;38;0
3301;3500204;2006;Adolfo;São Paulo;0;0;0;0;0;0;0;0;13;4;0;0;0;0;Dado faltando;Dado faltando;0;Dado faltando;0;0;0;52;1
3302;3500204;2005;Adolfo;São Paulo;0;0;0;0;0;0;2;0;21;6;0;0;0;0;Dado faltando;Dado faltando;0;Dado faltando;0;0;0;45;1
3303;3500204;2004;Adolfo;São Paulo;0;0;0;0;0;0;0;0;12;2;1;0;0;0;Dado faltando;Dado faltando;0;Dado faltando;0;0;0;14;0
3304;3500204;2003;Adolfo;São Paulo;0;0;0;0;0;0;1;0;18;4;0;0;0;0;Dado faltando;Dado faltando;1;Dado faltando;0;0;0;29;0
3305;3500204;2002;Adolfo;São Paulo;0;0;0;0;0;0;0;0;20;8;2;0;0;0;Dado faltando;Dado faltando;0;Dado faltando;1;0;0;29;1
3306;3500204;2001;Adolfo;São Paulo;0;0;0;0;2;0;1;0;34;7;1;0;0;1;Dado faltando;Dado faltando;0;Dado faltando;0;0;0;19;1
3307;3500303;2020;Aguaí;São Paulo;2;3;1;2;2;0;0;0;75;8;1;0;0;6;3;3;26;26;9;0;0;171;8
3308;3500303;2019;Aguaí;São Paulo;3;3;0;0;2;0;1;0;108;21;0;0;0;8;0;8;42;42;11;0;0;255;5
3309;3500303;2018;Aguaí;São Paulo;2;2;0;0;5;0;1;0;92;37;0;0;0;6;2;4;53;50;18;0;3;286;10
3310;3500303;2017;Aguaí;São Paulo;1;1;0;0;4;0;2;0;149;51;1;0;0;5;2;3;59;55;8;1;3;380;14
3311;3500303;2016;Aguaí;São Paulo;1;1;0;0;5;0;6;0;103;67;3;0;0;1;Dado faltando;0;78;Dado faltando;18;0;2;372;32
3312;3500303;2015;Aguaí;São Paulo;5;5;0;0;6;0;3;Dado faltando;155;53;0;0;0;5;0;Dado faltando;55;0;19;0;2;366;40
3313;3500303;2014;Aguaí;São Paulo;2;2;0;0;3;0;2;Dado faltando;168;68;0;1;1;5;Dado faltando;Dado faltando;63;Dado faltando;24;0;0;434;38
3314;3500303;2013;Aguaí;São Paulo;2;3;1;2;3;0;7;Dado faltando;172;96;1;0;0;2;Dado faltando;Dado faltando;50;Dado faltando;13;0;3;375;53
3315;3500303;2012;Aguaí;São Paulo;6;6;1;1;6;2;6;Dado faltando;194;67;0;0;0;4;Dado faltando;Dado faltando;52;Dado faltando;9;0;0;445;26
3316;3500303;2011;Aguaí;São Paulo;4;4;Dado faltando;Dado faltando;2;0;6;Dado faltando;209;76;2;2;2;3;Dado faltando;Dado faltando;70;Dado faltando;9;0;1;438;40
3317;3500303;2010;Aguaí;São Paulo;1;1;0;0;2;0;5;Dado faltando;178;101;0;0;0;6;Dado faltando;Dado faltando;44;Dado faltando;14;0;2;545;25
3318;3500303;2009;Aguaí;São Paulo;3;3;0;0;6;0;7;0;246;99;0;0;0;1;Dado faltando;Dado faltando;47;Dado faltando;12;0;0;538;28
3319;3500303;2008;Aguaí;São Paulo;2;2;0;0;2;0;9;0;201;108;4;1;1;0;Dado faltando;Dado faltando;40;Dado faltando;14;0;0;531;13
3320;3500303;2007;Aguaí;São Paulo;5;5;0;0;9;0;11;0;251;120;1;1;1;0;Dado faltando;Dado faltando;37;Dado faltando;10;0;3;666;13
3321;3500303;2006;Aguaí;São Paulo;3;3;0;0;4;0;6;0;206;98;2;1;1;1;Dado faltando;Dado faltando;59;Dado faltando;21;0;0;680;13
3322;3500303;2005;Aguaí;São Paulo;3;3;0;0;4;0;6;0;249;88;1;1;1;1;Dado faltando;Dado faltando;34;Dado faltando;16;0;0;332;6
3323;3500303;2004;Aguaí;São Paulo;3;3;0;0;2;0;13;0;172;74;5;0;0;2;Dado faltando;Dado faltando;22;Dado faltando;18;0;2;140;11
3324;3500303;2003;Aguaí;São Paulo;3;3;0;0;2;1;13;0;230;69;0;0;0;3;Dado faltando;Dado faltando;38;Dado faltando;22;0;5;362;15
3325;3500303;2002;Aguaí;São Paulo;1;1;0;0;9;0;14;0;232;110;1;0;0;0;Dado faltando;Dado faltando;54;Dado faltando;33;0;3;473;55
3326;3500303;2001;Aguaí;São Paulo;4;5;0;0;8;0;7;0;213;77;0;0;0;2;Dado faltando;Dado faltando;90;Dado faltando;54;0;15;582;20
3327;3500402;2020;Águas da Prata;São Paulo;0;0;0;0;2;0;0;0;23;7;0;0;0;5;2;3;0;0;1;0;0;39;2
3328;3500402;2019;Águas da Prata;São Paulo;0;0;0;0;1;0;0;0;22;9;1;0;0;0;0;0;1;1;0;0;0;38;5
3329;3500402;2018;Águas da Prata;São Paulo;0;0;0;0;1;0;0;0;18;9;0;0;0;0;0;0;2;2;3;0;0;49;3
3330;3500402;2017;Águas da Prata;São Paulo;0;0;0;0;0;0;0;0;31;10;2;0;0;2;2;0;2;2;2;0;0;43;4
3331;3500402;2016;Águas da Prata;São Paulo;1;1;0;0;0;0;0;0;23;13;2;0;0;3;Dado faltando;1;7;Dado faltando;1;0;0;57;2
3332;3500402;2015;Águas da Prata;São Paulo;1;1;0;0;0;0;0;Dado faltando;27;17;0;0;0;3;Dado faltando;Dado faltando;2;Dado faltando;0;0;0;64;5
3333;3500402;2014;Águas da Prata;São Paulo;1;1;0;0;2;0;0;Dado faltando;31;19;2;0;0;5;Dado faltando;Dado faltando;2;Dado faltando;1;0;1;40;5
3334;3500402;2013;Águas da Prata;São Paulo;0;0;0;0;0;0;0;Dado faltando;34;22;1;0;0;1;Dado faltando;Dado faltando;1;Dado faltando;0;0;0;32;0
3335;3500402;2012;Águas da Prata;São Paulo;1;1;0;0;1;1;0;Dado faltando;56;15;1;0;0;5;Dado faltando;Dado faltando;2;Dado faltando;0;0;0;60;0
3336;3500402;2011;Águas da Prata;São Paulo;1;1;Dado faltando;Dado faltando;3;0;1;Dado faltando;28;21;0;0;0;1;Dado faltando;Dado faltando;1;Dado faltando;1;0;0;36;3
3337;3500402;2010;Águas da Prata;São Paulo;2;2;0;0;2;0;1;Dado faltando;30;13;0;0;0;1;Dado faltando;Dado faltando;2;Dado faltando;1;0;0;34;0
3338;3500402;2009;Águas da Prata;São Paulo;0;0;0;0;1;0;0;0;23;12;0;0;0;0;Dado faltando;Dado faltando;3;Dado faltando;0;0;0;36;2
3339;3500402;2008;Águas da Prata;São Paulo;0;0;0;0;1;0;0;0;26;8;0;0;0;0;Dado faltando;Dado faltando;3;Dado faltando;1;1;0;57;1
3340;3500402;2007;Águas da Prata;São Paulo;0;0;0;0;1;0;1;0;28;16;1;0;0;0;Dado faltando;Dado faltando;8;Dado faltando;0;0;0;35;1
3341;3500402;2006;Águas da Prata;São Paulo;1;1;0;0;1;0;0;0;31;21;0;0;0;0;Dado faltando;Dado faltando;2;Dado faltando;0;1;0;42;1
3342;3500402;2005;Águas da Prata;São Paulo;0;0;0;0;1;0;0;0;46;24;0;0;0;0;Dado faltando;Dado faltando;0;Dado faltando;1;0;0;29;1
3343;3500402;2004;Águas da Prata;São Paulo;0;0;0;0;1;0;0;0;25;19;1;0;0;0;Dado faltando;Dado faltando;2;Dado faltando;0;0;0;38;5
3344;3500402;2003;Águas da Prata;São Paulo;1;1;0;0;1;0;0;0;33;23;0;0;0;0;Dado faltando;Dado faltando;3;Dado faltando;3;0;0;43;8
3345;3500402;2002;Águas da Prata;São Paulo;0;0;0;0;0;0;0;0;35;11;1;0;0;0;Dado faltando;Dado faltando;1;Dado faltando;1;0;0;33;4
3346;3500402;2001;Águas da Prata;São Paulo;0;0;0;0;1;0;1;0;29;12;0;0;0;0;Dado faltando;Dado faltando;2;Dado faltando;1;0;0;49;0
3347;3500501;2020;Águas de Lindóia;São Paulo;1;1;0;0;2;0;1;0;30;7;1;0;0;6;2;4;10;10;4;0;0;103;14
3348;3500501;2019;Águas de Lindóia;São Paulo;0;0;0;0;3;0;1;0;30;12;1;0;0;12;2;10;18;18;8;0;0;151;30
3349;3500501;2018;Águas de Lindóia;São Paulo;1;1;0;0;4;0;1;0;78;15;0;0;0;9;5;4;14;14;8;0;0;157;21
3350;3500501;2017;Águas de Lindóia;São Paulo;1;1;0;0;5;0;1;0;72;20;0;0;0;3;0;3;21;20;4;0;1;164;23
3351;3500501;2016;Águas de Lindóia;São Paulo;1;1;0;0;2;0;3;0;90;24;0;0;0;5;Dado faltando;1;20;Dado faltando;5;0;0;112;35
3352;3500501;2015;Águas de Lindóia;São Paulo;1;1;0;0;2;1;0;Dado faltando;96;47;1;0;0;1;Dado faltando;Dado faltando;21;Dado faltando;7;0;0;105;26
3353;3500501;2014;Águas de Lindóia;São Paulo;2;2;0;0;3;0;2;Dado faltando;87;65;1;0;0;7;Dado faltando;Dado faltando;26;Dado faltando;7;0;1;191;34
3354;3500501;2013;Águas de Lindóia;São Paulo;0;0;0;0;2;0;5;Dado faltando;78;68;0;1;1;8;Dado faltando;Dado faltando;27;Dado faltando;9;0;0;174;37
3355;3500501;2012;Águas de Lindóia;São Paulo;3;3;0;0;0;0;1;Dado faltando;66;86;8;0;0;8;Dado faltando;Dado faltando;27;Dado faltando;6;0;0;248;37
3356;3500501;2011;Águas de Lindóia;São Paulo;3;4;Dado faltando;Dado faltando;1;0;2;Dado faltando;103;76;3;0;0;1;Dado faltando;Dado faltando;41;Dado faltando;9;0;0;192;36
3357;3500501;2010;Águas de Lindóia;São Paulo;0;0;0;0;7;0;4;Dado faltando;62;95;1;0;0;4;Dado faltando;Dado faltando;34;Dado faltando;7;0;0;172;37
3358;3500501;2009;Águas de Lindóia;São Paulo;0;0;0;0;2;0;3;0;62;57;3;0;0;2;Dado faltando;Dado faltando;35;Dado faltando;13;0;0;191;22
3359;3500501;2008;Águas de Lindóia;São Paulo;1;1;0;0;4;0;1;0;65;77;2;1;1;1;Dado faltando;Dado faltando;40;Dado faltando;5;0;0;180;20
3360;3500501;2007;Águas de Lindóia;São Paulo;1;1;0;0;0;0;1;0;84;84;1;0;0;0;Dado faltando;Dado faltando;28;Dado faltando;2;0;0;231;30
3361;3500501;2006;Águas de Lindóia;São Paulo;1;1;0;0;4;0;1;0;120;80;2;0;0;0;Dado faltando;Dado faltando;34;Dado faltando;5;0;0;287;27
3362;3500501;2005;Águas de Lindóia;São Paulo;1;1;0;0;3;0;3;0;105;75;1;0;0;2;Dado faltando;Dado faltando;29;Dado faltando;6;0;1;194;28
3363;3500501;2004;Águas de Lindóia;São Paulo;0;0;0;0;2;0;2;0;103;69;2;0;0;0;Dado faltando;Dado faltando;16;Dado faltando;5;0;1;208;22
3364;3500501;2003;Águas de Lindóia;São Paulo;3;3;0;0;4;1;0;0;87;64;3;0;0;1;Dado faltando;Dado faltando;18;Dado faltando;4;0;0;266;23
3365;3500501;2002;Águas de Lindóia;São Paulo;1;1;0;0;4;0;4;0;108;63;1;0;0;1;Dado faltando;Dado faltando;22;Dado faltando;3;0;0;218;29
3366;3500501;2001;Águas de Lindóia;São Paulo;2;2;0;0;4;0;2;0;106;43;9;0;0;4;Dado faltando;Dado faltando;29;Dado faltando;6;0;0;290;19
3367;3500550;2020;Águas de Santa Bárbara;São Paulo;1;1;0;0;1;0;0;0;24;7;0;0;0;1;0;1;4;4;0;0;0;32;1
3368;3500550;2019;Águas de Santa Bárbara;São Paulo;0;0;0;0;3;0;0;0;21;8;0;0;0;1;1;0;3;3;0;0;0;44;2
3369;3500550;2018;Águas de Santa Bárbara;São Paulo;0;0;0;0;1;0;1;0;12;9;0;0;0;2;0;2;2;2;1;0;0;41;3
3370;3500550;2017;Águas de Santa Bárbara;São Paulo;0;0;0;0;1;0;1;0;26;11;0;0;0;7;1;6;8;6;0;0;2;74;3
3371;3500550;2016;Águas de Santa Bárbara;São Paulo;0;0;0;0;1;0;0;0;31;13;0;0;0;2;Dado faltando;0;3;Dado faltando;0;0;1;47;2
3372;3500550;2015;Águas de Santa Bárbara;São Paulo;1;1;0;0;5;0;0;Dado faltando;22;19;0;0;0;1;Dado faltando;Dado faltando;7;0;0;0;0;33;3
3373;3500550;2014;Águas de Santa Bárbara;São Paulo;0;0;0;0;1;0;1;Dado faltando;30;15;0;0;0;4;Dado faltando;Dado faltando;3;Dado faltando;3;0;0;36;3
3374;3500550;2013;Águas de Santa Bárbara;São Paulo;1;1;0;0;1;0;0;Dado faltando;41;16;0;0;0;2;Dado faltando;Dado faltando;3;Dado faltando;0;1;0;39;2
3375;3500550;2012;Águas de Santa Bárbara;São Paulo;0;0;0;0;1;0;0;Dado faltando;38;15;0;0;0;3;Dado faltando;Dado faltando;3;Dado faltando;1;0;0;41;0
3376;3500550;2011;Águas de Santa Bárbara;São Paulo;0;0;Dado faltando;Dado faltando;2;0;6;Dado faltando;26;5;0;0;0;3;Dado faltando;Dado faltando;2;Dado faltando;1;0;0;35;2
3377;3500550;2010;Águas de Santa Bárbara;São Paulo;0;0;0;0;2;1;0;Dado faltando;39;17;0;0;0;2;Dado faltando;Dado faltando;0;Dado faltando;0;0;0;35;3
3378;3500550;2009;Águas de Santa Bárbara;São Paulo;0;0;0;0;6;0;1;0;41;14;1;0;0;1;Dado faltando;Dado faltando;0;Dado faltando;0;0;0;31;3
3379;3500550;2008;Águas de Santa Bárbara;São Paulo;0;0;0;0;7;0;1;0;26;11;0;0;0;1;Dado faltando;Dado faltando;2;Dado faltando;0;0;0;26;2
3380;3500550;2007;Águas de Santa Bárbara;São Paulo;0;0;0;0;4;0;0;0;36;9;0;0;0;0;Dado faltando;Dado faltando;0;Dado faltando;0;0;0;23;3
3381;3500550;2006;Águas de Santa Bárbara;São Paulo;0;0;0;0;3;0;0;0;33;13;0;0;0;3;Dado faltando;Dado faltando;3;Dado faltando;0;0;0;43;2
3382;3500550;2005;Águas de Santa Bárbara;São Paulo;0;0;0;0;1;0;1;0;37;8;0;0;0;0;Dado faltando;Dado faltando;5;Dado faltando;1;0;0;58;1
3383;3500550;2004;Águas de Santa Bárbara;São Paulo;0;0;0;0;2;0;0;0;26;16;0;0;0;0;Dado faltando;Dado faltando;1;Dado faltando;1;0;0;40;2
3384;3500550;2003;Águas de Santa Bárbara;São Paulo;2;2;0;0;0;0;0;0;39;10;0;0;0;0;Dado faltando;Dado faltando;5;Dado faltando;0;0;0;38;1
3385;3500550;2002;Águas de Santa Bárbara;São Paulo;1;1;0;0;2;0;0;0;24;13;0;0;0;0;Dado faltando;Dado faltando;0;Dado faltando;0;0;0;23;2
3386;3500550;2001;Águas de Santa Bárbara;São Paulo;0;0;0;0;1;0;0;0;28;6;0;0;0;0;Dado faltando;Dado faltando;9;Dado faltando;0;0;2;43;4
3387;3500600;2020;Águas de São Pedro;São Paulo;0;0;0;0;0;0;0;0;6;3;1;0;0;0;0;0;2;2;0;0;0;28;3
3388;3500600;2019;Águas de São Pedro;São Paulo;0;0;0;0;0;0;0;0;11;8;0;0;0;0;0;0;2;2;0;0;0;31;3
3389;3500600;2018;Águas de São Pedro;São Paulo;0;0;0;0;0;0;0;0;10;8;0;0;0;0;0;0;0;0;0;0;0;18;3
3390;3500600;2017;Águas de São Pedro;São Paulo;0;0;0;0;0;0;0;0;9;1;2;0;0;0;0;0;1;1;0;0;0;21;4
3391;3500600;2016;Águas de São Pedro;São Paulo;0;0;0;0;0;0;0;0;11;3;1;0;0;1;Dado faltando;0;2;Dado faltando;1;0;0;30;2
3392;3500600;2015;Águas de São Pedro;São Paulo;0;0;0;0;1;0;0;Dado faltando;11;6;1;0;0;0;Dado faltando;Dado faltando;2;Dado faltando;1;0;0;39;1
3393;3500600;2014;Águas de São Pedro;São Paulo;0;0;0;0;1;0;0;Dado faltando;10;16;0;0;0;1;Dado faltando;Dado faltando;4;Dado faltando;1;0;0;40;5
3394;3500600;2013;Águas de São Pedro;São Paulo;0;0;0;0;0;0;0;Dado faltando;17;11;0;0;0;0;Dado faltando;Dado faltando;7;Dado faltando;2;0;0;41;3
3395;3500600;2012;Águas de São Pedro;São Paulo;0;0;0;0;0;1;1;Dado faltando;20;9;2;0;0;0;Dado faltando;Dado faltando;6;Dado faltando;2;0;0;65;5
3396;3500600;2011;Águas de São Pedro;São Paulo;0;0;Dado faltando;Dado faltando;0;0;0;Dado faltando;17;3;4;0;0;0;Dado faltando;Dado faltando;3;Dado faltando;1;0;0;46;0
3397;3500600;2010;Águas de São Pedro;São Paulo;0;0;0;0;0;0;1;Dado faltando;23;7;0;0;0;0;Dado faltando;Dado faltando;3;Dado faltando;0;0;0;40;2
3398;3500600;2009;Águas de São Pedro;São Paulo;0;0;0;0;2;0;1;0;18;8;1;0;0;0;Dado faltando;Dado faltando;9;Dado faltando;0;0;0;55;4
3399;3500600;2008;Águas de São Pedro;São Paulo;0;0;0;0;0;0;0;0;19;3;2;0;0;0;Dado faltando;Dado faltando;5;Dado faltando;0;0;0;65;2
3400;3500600;2007;Águas de São Pedro;São Paulo;0;0;0;0;1;0;0;0;21;5;3;0;0;0;Dado faltando;Dado faltando;4;Dado faltando;0;0;1;73;1
3401;3500600;2006;Águas de São Pedro;São Paulo;0;0;0;0;1;0;0;0;11;9;2;0;0;0;Dado faltando;Dado faltando;2;Dado faltando;2;0;0;72;5
3402;3500600;2005;Águas de São Pedro;São Paulo;0;0;0;0;0;0;1;0;13;5;0;0;0;0;Dado faltando;Dado faltando;3;Dado faltando;1;0;0;61;2
3403;3500600;2004;Águas de São Pedro;São Paulo;0;0;0;0;0;0;0;0;16;10;0;0;0;0;Dado faltando;Dado faltando;4;Dado faltando;0;0;0;68;6
3404;3500600;2003;Águas de São Pedro;São Paulo;0;0;0;0;0;0;0;0;16;6;0;0;0;1;Dado faltando;Dado faltando;6;Dado faltando;2;0;0;47;4
3405;3500600;2002;Águas de São Pedro;São Paulo;0;0;0;0;2;0;0;0;20;12;0;0;0;0;Dado faltando;Dado faltando;4;Dado faltando;3;0;0;48;1
3406;3500600;2001;Águas de São Pedro;São Paulo;0;0;0;0;1;0;0;0;15;11;0;0;0;0;Dado faltando;Dado faltando;4;Dado faltando;1;0;0;52;10
3407;3500709;2020;Agudos;São Paulo;3;3;1;1;4;0;3;0;158;52;1;0;0;11;0;11;22;21;0;0;1;297;22
3408;3500709;2019;Agudos;São Paulo;3;3;0;0;2;0;3;0;161;86;1;0;0;12;5;7;41;40;7;0;1;372;35
3409;3500709;2018;Agudos;São Paulo;5;5;0;0;2;0;5;0;170;75;0;0;0;23;3;20;53;53;5;0;0;366;34
3410;3500709;2017;Agudos;São Paulo;5;5;0;0;3;0;2;0;200;76;0;0;0;14;1;13;63;63;7;0;0;449;38
3411;3500709;2016;Agudos;São Paulo;3;3;0;0;6;0;7;0;245;96;1;0;0;11;Dado faltando;3;42;Dado faltando;2;0;1;408;32
3412;3500709;2015;Agudos;São Paulo;1;1;0;0;4;0;3;Dado faltando;276;102;1;0;0;19;0;Dado faltando;75;0;2;0;0;353;29
3413;3500709;2014;Agudos;São Paulo;3;3;0;0;4;0;7;Dado faltando;288;119;0;0;0;19;Dado faltando;Dado faltando;61;Dado faltando;4;0;0;388;34
3414;3500709;2013;Agudos;São Paulo;2;2;0;0;2;1;4;Dado faltando;231;109;0;1;1;19;Dado faltando;Dado faltando;43;Dado faltando;1;0;0;274;26
3415;3500709;2012;Agudos;São Paulo;4;4;0;0;7;0;10;Dado faltando;272;92;1;0;0;20;Dado faltando;Dado faltando;47;Dado faltando;3;0;7;307;39
3416;3500709;2011;Agudos;São Paulo;3;3;Dado faltando;Dado faltando;5;0;8;Dado faltando;290;87;0;0;0;11;Dado faltando;Dado faltando;51;Dado faltando;8;0;1;319;26
3417;3500709;2010;Agudos;São Paulo;3;3;0;0;3;0;7;Dado faltando;243;105;0;0;0;9;Dado faltando;Dado faltando;79;Dado faltando;5;0;0;260;17
3418;3500709;2009;Agudos;São Paulo;3;3;0;0;9;0;6;0;231;92;1;0;0;2;Dado faltando;Dado faltando;67;Dado faltando;16;0;4;372;9
3419;3500709;2008;Agudos;São Paulo;1;1;0;0;6;0;3;0;207;109;2;0;0;5;Dado faltando;Dado faltando;73;Dado faltando;11;0;0;393;7
3420;3500709;2007;Agudos;São Paulo;1;1;0;0;4;0;10;0;208;118;5;0;0;5;Dado faltando;Dado faltando;49;Dado faltando;12;0;2;411;13
3421;3500709;2006;Agudos;São Paulo;4;4;0;0;2;0;4;0;213;126;3;1;1;3;Dado faltando;Dado faltando;87;Dado faltando;11;0;0;339;16
3422;3500709;2005;Agudos;São Paulo;2;2;0;0;6;0;3;0;226;120;12;1;1;1;Dado faltando;Dado faltando;49;Dado faltando;4;0;0;341;33
3423;3500709;2004;Agudos;São Paulo;6;6;0;0;4;0;3;0;319;85;0;1;1;4;Dado faltando;Dado faltando;59;Dado faltando;2;0;0;393;15
3424;3500709;2003;Agudos;São Paulo;6;6;0;0;9;0;7;0;279;96;5;0;0;1;Dado faltando;Dado faltando;75;Dado faltando;13;0;3;573;12
3425;3500709;2002;Agudos;São Paulo;5;6;0;0;2;0;4;0;234;92;0;0;0;2;Dado faltando;Dado faltando;63;Dado faltando;8;0;4;474;22
3426;3500709;2001;Agudos;São Paulo;3;3;0;0;2;0;8;0;193;66;1;1;1;3;Dado faltando;Dado faltando;40;Dado faltando;6;0;3;603;32
3427;3500758;2020;Alambari;São Paulo;0;0;0;0;1;0;0;0;25;11;0;0;0;2;1;1;5;5;1;0;0;30;1
